ID,Name,CAS,SMILES
T6343,Geldanamycin,30562-34-6,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C/[C@H](C)[C@H]1O)C2=O
T6290,Tanespimycin,75747-14-7,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
T6272,Fosbretabulin Disodium,168555-66-6,[Na+].[Na+].COc1ccc(cc1OP([O-])([O-])=O)\C=C/c1cc(OC)c(OC)c(OC)c1
T6270,Trichostatin A,58880-19-6,C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
T6263,Safflower-yellow,36338-96-2,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@@]1(O)C(=O)\C(=C/C2=C(O)[C@@](O)([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)=C(C(=O)/C=C/c3ccc(O)cc3)C2=O)C(=O)C(C(=O)\C=C\c2ccc(O)cc2)=C1O
T6228,Irinotecan,97682-44-5,C1(=O)OCc2c([C@]1(CC)O)cc1n(c2=O)Cc2c1nc1c(c2CC)cc(cc1)OC(=O)N1CCC(CC1)N1CCCCC1
T6213,Vinorelbine Tartrate,125317-39-7,O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
T6212,Combretastatin A4,117048-59-6,COc1ccc(cc1O)\C=C/c1cc(OC)c(OC)c(OC)c1
T6185,Gambogic Acid,2752-65-0,C\C(C)=C\CC[C@@]1(C)Oc2c(C\C=C(/C)C)c3O[C@@]45[C@H]6C[C@@H](C=C4C(=O)c3c(O)c2C=C1)C(=O)[C@]5(C\C=C(\C)C(O)=O)OC6(C)C
T6169,Indirubin,479-41-4,O=C1Nc2ccccc2\C1=C1/Nc2ccccc2C1=O
T6102,2'-acetylacteoside,94492-24-7,C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H](CO)O[C@@H](OCCc3ccc(O)c(O)c3)[C@@H]2OC(C)=O)[C@H](O)[C@H](O)[C@H]1O
T6062,Brefeldin A,20350-15-6,[C@@H]1(C[C@@H]2[C@@H](C1)[C@@H](/C=C/C(=O)O[C@H](CCC/C=C/2)C)O)O
T6004,Tetrahydropapaverine hydrochloride,6429-04-5,COc1c(cc(cc1)CC1c2cc(c(cc2CCN1)OC)OC)OC.Cl
T6000,D-DELTA-TOCOPHEROL,119-13-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2cc(O)cc(C)c2O1
T5S2361,Epiberberine,6873-09-2,COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC
T5S2360,Corydaline,518-69-4,COc1cc2CCN3Cc4c(ccc(OC)c4OC)[C@H](C)[C@@H]3c2cc1OC
T5S2357,Acetylcorynoline,18797-80-3,CN1Cc2c3OCOc3ccc2[C@@]2(C)[C@H](Cc3cc4OCOc4cc3[C@@H]12)OC(C)=O
T5S2350,Acetoxyisovalerylalkannin,69091-17-4,CC(=O)OC(C)(C)CC(=O)O[C@@H](C\C=C(\C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
T5S2347,Deoxyshikonin,43043-74-9,CC(=CCCC1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C
T5S2343,Acetyl shikonin,24502-78-1,CC(=O)O[C@H](C\C=C(\C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
T5S2309,Hosenkoside K,160896-49-1,C[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H]5CC[C@@]34C)[C@H]2O)CO1
T5S2306,Hosenkoside A,156791-82-1,C[C@@H](CO)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H]5CC[C@@]34C)[C@H]2O)CO1
T5S2283,Sesamolin,526-07-8,C1Oc2ccc(O[C@H]3OC[C@H]4[C@@H]3CO[C@@H]4c3ccc4OCOc4c3)cc2O1
T5S2228,6'''-Feruloylspinosin,77690-92-7,COc1cc(\C=C\C(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c3c(OC)cc4oc(cc(=O)c4c3O)-c3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
T5S2207,7-O-Methylmangiferin,31002-12-7,COc1cc2c(cc1O)oc1cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c1c2=O
T5S2205,Sibiricaxanthone B,241125-81-5,OC[C@H]1O[C@H]([C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O)c1c(O)cc2oc3ccc(O)cc3c(=O)c2c1O
T5S2195,Sibiricose A5,107912-97-0,COc1cc(\C=C\C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
T5S2178,Fargesin,31008-19-2,COc1ccc(cc1OC)[C@@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2OCOc2c1
T5S2139,Epimedin A1,140147-77-9,COc1ccc(cc1)-c1oc2c(C\C=C(\C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
T5S2129,Sciadopitysin,521-34-6,COc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)c(-c3cc(ccc3OC)-c3cc(=O)c4c(O)cc(OC)cc4o3)c2o1
T5S2102,Leonurine,24697-74-3,COc1cc(cc(OC)c1O)C(=O)OCCCCNC(N)=N
T5S2083,Puerarin 6''-O-Xyloside,114240-18-5,O[C@@H]1CO[C@@H](OC[C@H]2O[C@H]([C@H](O)[C@@H](O)[C@@H]2O)c2c(O)ccc3c2occ(-c2ccc(O)cc2)c3=O)[C@H](O)[C@H]1O
T5S2076,Senkyunolide I,94596-28-8,CCC\C=C1OC(=O)C2=C/1CC[C@H](O)[C@H]2O
T5S2017,Ingenol,30220-46-3,C[C@@H]1C[C@@H]2[C@H]([C@@H]3C=C(CO)[C@@H](O)[C@]4(O)[C@@H](O)C(C)=C[C@@]14C3=O)C2(C)C
T5S1989,Apiin,26544-34-3,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)cc2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O
T5S1982,Periplocin,13137-64-9,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T5S1981,alpha-Cyperone,473-08-5,CC(=C)[C@@H]1CC[C@@]2(C)CCC(=O)C(C)=C2C1
T5S1963,Orcinol gentiobioside,164991-86-0,Cc1cc(O)cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1
T5S1959,Asarinin,133-04-0,C1Oc2ccc(cc2O1)[C@H]1OC[C@@H]2[C@H]1CO[C@H]2c1ccc2OCOc2c1
T5S1952,9-Methoxycamptothecin?,39026-92-1,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc(OC)c4cc3Cn1c2=O
T5S1923,Schisandrin C,61301-33-5,COc1c2OCOc2cc2C[C@H](C)[C@H](C)Cc3cc4OCOc4c(OC)c3-c12
T5S1897,Linderalactone,728-61-0,Cc1coc2C\C(C)=C\CCC3=C[C@@H](OC3=O)c12
T5S1895,Norisoboldine,23599-69-1,COc1cc-2c(C[C@@H]3NCCc4cc(OC)c(O)c-2c34)cc1O
T5S1891,Acetylaconitine,77181-26-1,CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@@]3([C@@H]1C[C@@]3(O)[C@H](OC(=O)c5ccccc5)[C@@H]1[C@]4(OC(C)=O)[C@@H](O)[C@@H]3OC)[C@H](C[C@H]2OC(C)=O)OC
T5S1889,Yunaconitine,70578-24-4,CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@@]3([C@@H]1C[C@@]3(O)[C@H](OC(=O)c5ccc(OC)cc5)[C@@H]1[C@@]4(C[C@@H]3OC)OC(C)=O)[C@H](C[C@H]2O)OC
T5S1882,Napellonine,509-24-0,CCN1C[C@]2(C)CC[C@H](O)[C@]34C1[C@H](C[C@H]23)[C@]12C[C@@H](C(=C)[C@H]1O)C(=O)C[C@@H]42
T5S1805,"5,7-Dihydroxychromone",31721-94-5,C1=COC2=CC(=CC(=C2C1=O)O)O
T5S1708,Dendrobine,2115-91-5,CC(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@@H]1CC[C@@H]3CN(C)[C@H]2[C@]13C
T5S1679,Acetylcimigenol 3-O-alpha-L-arabinopyran,402513-88-6,CC7(C)O[C@H]7[C@H](OC(C)=O)C[C@@H](C)[C@H]6C(=O)[C@H](O)[C@]2(C)[C@]6(C)CC[C@]35C[C@@]54CC[C@H](O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O)[C@@](C)(C)[C@@H]4CC[C@@H]23
T5S1645,Apiopaeonoside,100291-86-9,COc1ccc(C(C)=O)c(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1
T5S1632,8-O-Acetylshanzhiside methyl ester,57420-46-9,O=C(OC)C2=CO[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]3[C@@H]2[C@H](O)C[C@]3(C)OC(C)=O
T5S1607,Morusin,62596-29-6,C\C(C)=C\Cc1c(oc2c3C=CC(C)(C)Oc3cc(O)c2c1=O)-c1ccc(O)cc1O
T5S1598,Mulberroside C,102841-43-0,CC1(C)Oc2cc3oc(cc3cc2CC1O)-c1cc(O)cc(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c1
T5S1590,Notoginsenoside Fe,88105-29-7,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T5S1569,AKBA,67416-61-9,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C
T5S1550,Cinnamyl alcohol,104-54-1,C1=CC=C(C=C1)C=CCO
T5S1530,Isochlorogenic acid C,32451-88-0,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H]1OC(=O)\C=C\c1ccc(O)c(O)c1)C(O)=O
T5S1408,(+)-Pteryxin,13161-75-6,C\C=C(\C)C(=O)O[C@H]1[C@@H](OC(C)=O)C(C)(C)Oc2ccc3ccc(=O)oc3c12
T5S1331,Herbacetin,527-95-7,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O
T5S1252,Prosapogenin A,19057-67-1,C[C@@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H]1[C@H]3[C@@](C)(CC[C@@H](C3)O[C@@H]([C@@H]([C@H]4O)O[C@@H]([C@@H]([C@@H]5O)O)O[C@@H](C)[C@@H]5O)O[C@H](CO)[C@H]4O)C3=CC1)[C@@]21OC[C@H](C)CC1
T5S1172,Tiliroside,20316-62-5,O[C@@H]1[C@@H](COC(=O)\C=C\c2ccc(O)cc2)O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)cc2)[C@H](O)[C@H]1O
T5S1133,Ganoderic acid D,108340-60-9,C[C@H](CC(=O)CC(C)C(O)=O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O
T5S1103,Isoliensinine,6817-41-0,COc1ccc(C[C@H]2N(C)CCc3cc(OC)c(Oc4cc(C[C@H]5N(C)CCc6cc(OC)c(O)cc56)ccc4O)cc23)cc1
T5S1099,Liensinine,2586-96-1,COc1cc2CCN(C)[C@H](Cc3ccc(O)c(Oc4cc5[C@@H](Cc6ccc(O)cc6)N(C)CCc5cc4OC)c3)c2cc1OC
T5S1097,Neferine,2292-16-2,COc1ccc(C[C@H]2N(C)CCc3cc(OC)c(Oc4cc(C[C@H]5N(C)CCc6cc(OC)c(OC)cc56)ccc4O)cc23)cc1
T5S1094,Forsythoside E,93675-88-8,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
T5S1058,Triptonide,38647-11-9,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)C2=O
T5S1054,Wilforgine,37239-47-7,CC1CCc2ncccc2C(=O)OC[C@]2(C)O[C@]34[C@H](OC(C)=O)[C@H]2[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@]3(COC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(=O)c2ccoc2)[C@H](OC1=O)[C@]4(C)O
T5S1028,"3,29-Dibenzoyl Rarounitriol",873001-54-8,[H][C@@]12C[C@H](O)C3=C(CC[C@@]4(C)[C@]5([H])C[C@](C)(COC(=O)c6ccccc6)CC[C@]5(C)CC[C@]34C)[C@@]1(C)CC[C@@H](OC(=O)c1ccccc1)C2(C)C
T5S1026,Apigenin-7-glucuronide,29741-09-1,O[C@H]1[C@H](Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)cc2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O
T5S1025,Picfeltarraenin IA,97230-47-2,CC(C)C1=CC(=O)[C@@](C)(O1)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
T5S1000,Sophoraflavanone G,97938-30-2,CC(C)=CC[C@H](Cc(c(O[C@@H](CC1=O)c(ccc(O)c2)c2O)c1c(O)c1)c1O)C(C)=C
T5S0994,N-Methylcytisine,486-86-2,CN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2
T5S0983,Absinthiin,1362-42-1,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@H]56)[C@H]4C(C)=C3[C@H]2OC1=O
T5S0896,Loureirin A,119425-89-7,COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1
T5S0890,Oleandrin,465-16-7,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O
T5S0836,Astrasieversianin VII,86764-11-6,CC(=O)O[C@H]1[C@H](O)CO[C@@H](O[C@H]2CC[C@]34C[C@]33CC[C@]5(C)[C@H]([C@@H](O)C[C@@]5(C)[C@@H]3C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)[C@@]2(C)CC[C@H](O2)C(C)(C)O)[C@@H]1O
T5S0833,Astragaloside III,84687-42-3,CC(C)(O)[C@@H]1CC[C@@](C)(O1)[C@H]1[C@@H](O)C[C@@]2(C)[C@@H]3C[C@H](O)[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C4(C)C
T5S0814,Berberine hydrogen sulphate,633-66-9,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.OS(=O)(=O)[O-]
T5S0803,Columbamine,3621-36-1,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC
T5S0802,Palmatine,3486-67-7,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
T5S0788,Oroxin A,57396-78-8,OC[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
T5S0777,Phellodendrine chloride,104112-82-5,[Cl-].COc1cc2C[N+]3(C)CCc4cc(OC)c(O)cc4[C@@H]3Cc2cc1O
T5S0761,Nitidine chloride,13063-04-2,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC.[Cl-]
T5S0754,Isoquercitrin,482-35-9,OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
T5S0734,Desmethoxy yangonin,15345-89-8,COc1cc(\C=C\c2ccccc2)oc(=O)c1
T5S0733,Picroside III,64461-95-6,COc1cc(\C=C\C(=O)OC[C@H]2O[C@@H](O[C@@H]3OC=C[C@H]4[C@H](O)[C@@H]5O[C@]5(CO)[C@@H]34)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
T5S0691,Shionone,10376-48-4,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC(C4)(C)CCC=C(C)C)C)C)C)C
T5S0669,Bergamotine,7380-40-7,C\C(C)=C\CC\C(C)=C\COc1c2ccoc2cc2oc(=O)ccc12
T5S0662,Gelsemine,509-15-9,CN1CC2(C=C)[C@@H]3C[C@H]4OCC3C1C2[C@@]41C(=O)Nc2ccccc12
T5S0661,Koumine,1358-76-5,CN1C[C@@]2(C=C)[C@@H]3C[C@@H]4OC[C@@H]3[C@@H]1C[C@]21C4=Nc2ccccc12
T5S0658,Corynoxine,6877-32-3,CC[C@@H]1CN2CC[C@]3([C@@H]2C[C@@H]1\C(=C/OC)C(=O)OC)C(=O)Nc1ccccc31
T5S0636,Citric acid,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
T5S0620,Dehydrotrametenolic acid,29220-16-4,C\C(C)=C/CC[C@H]([C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(O)=O
T5S0581,Sec-O-Glucosylhamaudol,80681-44-3,Cc1cc(=O)c2c(O)c3C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)Oc3cc2o1
T5S0543,Isocurcumenol,24063-71-6,C[C@H]1CC[C@H]2C(=C)C[C@@]3(O)O[C@@]12C\C3=C(/C)C
T5S0506,Rutundic acid,20137-37-5,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@]1(C)O)C(O)=O
T5S0483,(-)-Syringaresnol-4-O-beta-D-apiofuranos,136997-64-3,COc1cc(cc(OC)c1O)[C@@H]1OC[C@@H]2[C@H]1CO[C@H]2c1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(CO)[C@H]2O)c(OC)c1
T5S0384,Rhaponiticin,155-58-8,COc1ccc(\C=C\c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1O
T5S0331,Isoliquiritin,5041-81-6,OC[C@H]1O[C@@H](Oc2ccc(\C=C\C(=O)c3ccc(O)cc3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
T5S0281,Tubuloside A,112516-05-9,C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)\C=C\c3ccc(O)c(O)c3)[C@@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H](OCCc3ccc(O)c(O)c3)[C@@H]2OC(C)=O)[C@H](O)[C@H](O)[C@H]1O
T5S0273,Hypaphorine,487-58-1,C[N+](C)(C)[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O
T5S0246,Pseudoprotodioscin,102115-79-7,C[C@H](CCC1=C(C)[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O1)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T5S0229,Isosakuranetin,480-43-3,COc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
T5S0168,Atractylenolide II,73069-14-4,CC1=C2C[C@H]3C(=C)CCC[C@]3(C)C[C@@H]2OC1=O
T5S0167,Atractylenolide I,73069-13-3,CC1=C2C[C@H]3C(=C)CCC[C@]3(C)C=C2OC1=O
T5S0106,Peimisine,19773-24-1,C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C
T5S0092,Epigoitrin,1072-93-1,C=C[C@@H]1CNC(=S)O1
T5S0089,Kaempferol 3-glucorhamnoside,40437-72-7,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O
T5S0056,Coptisine chloride,6020-18-4,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6.[Cl-]
T5S0055,Chelidonine,476-32-4,CN1Cc2c3OCOc3ccc2[C@H]2[C@@H](O)Cc3cc4OCOc4cc3[C@@H]12
T5S0053,Coptisine,3486-66-6,C1Oc2cc3CC[n+]4cc5c6OCOc6ccc5cc4-c3cc2O1
T5S0045,Isofraxidin,486-21-5,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)O
T5S0018,Betulonic acid,4481-62-3,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
T5A2455,Arenobufagin,464-74-4,[H][C@]12CC[C@]3([H])[C@]([H])([C@H](O)C(=O)[C@]4(C)[C@H](CC[C@]34O)c3ccc(=O)oc3)[C@@]1(C)CC[C@H](O)C2
T5985,Glycolic acid,79-14-1,OCC(O)=O
T5979,1-beta-D-Arabinofuranosyluracil,3083-77-0,OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
T5942,Docosanoic acid,112-85-6,CCCCCCCCCCCCCCCCCCCCCC(O)=O
T5940,Proxyphylline,603-00-9,CC(O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12
T5889,Kojic acid,501-30-4,OCc1cc(=O)c(O)co1
T5888,5-Methoxysalicylic acid,2612-02-4,COc1ccc(O)c(c1)C(O)=O
T5853,Rubitecan,91421-42-0,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc([N+]([O-])=O)c4cc3Cn1c2=O
T5838,L-Canavanine sulfate,2219-31-0,OS(O)(=O)=O.N[C@@H](CCONC(N)=N)C(O)=O
T5814,Aurantiamide,58115-31-4,OC[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1
T5813,BYAKANGELICIN,482-25-7,COc1c2ccoc2c(OC[C@@H](O)C(C)(C)O)c2oc(=O)ccc12
T5810,TABERSONINE HYDROCHLORIDE,29479-00-3,Cl.[H][C@@]12N3CC[C@@]11c4ccccc4NC1=C(C[C@]2(CC)C=CC3)C(=O)OC
T5809,Stachyose,54261-98-2,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
T5808,OXYPEUCEDANIN HYDRATE,133164-11-1,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12
T5805,Norarecoline hydrochloride,6197-39-3,Cl.COC(=O)C1=CCCNC1
T5804,Pneumocandin B0,135575-42-7,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@H](O)CC(N)=O
T5803,D(-)-Tartaric acid,526-83-0,OC(C(O)C(O)=O)C(O)=O
T5802,Stearyl glycyrrhetinate,13832-70-7,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OCCCCCCCCCCCCCCCCCC
T5801,praeruptorin C,83382-71-2,C\C=C(\C)C(=O)O[C@@H]1[C@H](OC(=O)CC(C)C)c2c(OC1(C)C)ccc1ccc(=O)oc21
T5800,Allosecurinin,884-68-4,O=C1OC23CC(C=CC2=C1)N1CCCCC31
T5799,Arecaidine hydrochloride,6018-28-6,Cl.CN1CCC=C(C1)C(O)=O
